Brightness,SD of brightness
3.65259228598,nan
1.30103001974,nan
1.69420293053,nan
1.30102980798,nan
3.14326263461,nan
3.01491472944,nan
1.30103000343,nan
3.33445777625,nan
3.54344747883,0.103652725461
1.41212662378,nan
3.75049578545,nan
3.57650468525,nan
1.6851165908,nan
3.6793383472,nan
3.68296688232,0.0861926726572
1.30257282567,nan
3.57053891717,nan
1.30102936803,nan
1.30023914531,nan
1.30103001259,nan
3.60121463943,nan
3.56781854682,nan
3.67220898195,nan
1.30103080659,nan
1.37923895922,nan
1.71230418986,nan
2.89691537903,nan
3.25935489242,nan
1.59194077367,nan
1.30583652981,nan
3.55153256217,nan
3.63452275111,nan
1.66543502351,nan
1.30103036068,nan
3.64448696641,nan
1.30031395965,nan
3.26069217781,nan
3.63919751841,nan
1.5617515684,nan
1.30121552353,nan
1.30092878149,nan
1.42350696389,nan
1.30103000819,nan
3.70310616324,nan
1.79803144844,nan
3.53248495037,0.0755790242039
1.41124885256,nan
1.30103103826,nan
3.1318385399,nan
1.45374171751,nan
3.75229455337,0.0642098856873
3.55979967761,nan
1.3010300069,nan
3.71788388721,nan
3.1453737594,nan
3.49774524199,nan
3.77853863087,nan
3.664236263,nan
3.76684919636,nan
1.30111681261,nan
3.76919461484,nan
1.3010299656,nan
3.4121097276,nan
1.30103055645,nan
3.77392778463,nan
1.37575465894,nan
1.30103025777,nan
3.65509609749,nan
3.87801992922,nan
1.3102420083,nan
1.63774216595,nan
1.30103061329,nan
3.43449842445,nan
3.59726696316,nan
3.63327720264,nan
3.67015974381,nan
2.25593837969,nan
1.30103022644,nan
1.30102999145,nan
3.64352955133,nan
1.30288276156,nan
1.39537820306,nan
1.66746557455,nan
1.56339675633,nan
1.38124758515,nan
1.44460227584,nan
1.51551587335,nan
3.60737972313,nan
3.57871923852,nan
3.84149687541,nan
1.30103064806,nan
1.30401809836,nan
1.30273312999,nan
1.55224901877,nan
1.30103014886,nan
3.74854737124,nan
3.25778927041,nan
3.76614043852,nan
3.55762917818,nan
1.30130354641,nan
3.62731613466,nan
1.30103038178,nan
1.30321921058,nan
3.83548277707,nan
1.93828176782,nan
1.30103026883,nan
3.26595449342,nan
3.46938853987,nan
1.53694641135,nan
3.25932814845,nan
1.76005586428,nan
1.50214635771,nan
3.20225315294,nan
1.30102999251,nan
3.43032265377,nan
3.26216804847,nan
3.29988414614,nan
1.58729079587,nan
1.30103009221,nan
3.45573416247,nan
1.30106166913,nan
3.335264102,nan
3.77644983921,nan
1.30103220941,nan
1.566926487,nan
3.51935697429,nan
3.69473077452,nan
1.30110124924,nan
1.46789161128,nan
1.53395188214,nan
1.5067047005,nan
3.49857102781,nan
3.60401915809,nan
3.54684847579,nan
3.1215146228,nan
1.55129189426,nan
3.63743914686,nan
1.30103007896,nan
3.25149447872,nan
1.67373735415,nan
1.49469330472,nan
3.38113637366,nan
2.74615288739,nan
3.43482586111,nan
1.30328062777,nan
1.45677271216,nan
4.03084400724,nan
1.52009848491,nan
3.64360307452,nan
1.30103004856,nan
1.4014050284,nan
3.58327120752,nan
1.52683253937,nan
1.30028047651,nan
1.30103035308,nan
1.61582967087,nan
3.67080759367,0.0602984129753
3.88988863679,nan
1.30436060473,nan
3.64631296083,nan
3.77383445561,nan
3.67653596592,nan
3.51361362686,nan
1.30103087947,nan
1.56825536336,nan
3.5060989543,nan
1.32032869962,nan
1.57862696268,nan
3.63509632623,nan
1.30102999768,nan
3.49446668945,nan
1.53093993224,nan
1.30048086473,nan
3.83246923409,nan
3.72814891643,nan
2.94076177584,nan
1.47012698381,nan
3.64343151948,0.129969658994
3.73702475291,0.0697274672175
3.72770294687,nan
1.30103150641,nan
3.5460517784,nan
3.64069690567,nan
3.59926376293,nan
1.3010304572,nan
3.47232249724,nan
1.30103002596,nan
3.68874684534,nan
1.30102941815,nan
3.52826788041,0.172967727123
3.58452076983,nan
3.75048911544,nan
3.6914271256,nan
3.81211981793,nan
1.60158189273,nan
1.3010304271,nan
3.94652341592,nan
3.74161626199,nan
3.14085617956,nan
3.65219819838,nan
3.56243067185,0.10885688187
1.34027557958,nan
3.55574624662,nan
3.42296360608,nan
3.12486640432,nan
3.25935463457,nan
1.57931854386,nan
3.26407823059,nan
3.73515584957,nan
3.70765505023,nan
3.6409894802,nan
1.54837489365,nan
1.30103046593,nan
3.65664446357,nan
1.56708608641,nan
1.70599634183,nan
1.30102998452,nan
3.27304087532,nan
3.7114845069,nan
1.30178319359,nan
3.12724013278,nan
3.85832496999,nan
1.77933783592,nan
3.38533763452,nan
3.53458995044,nan
3.19800487016,nan
3.60367372513,nan
1.45465789501,nan
3.57838878764,nan
1.52215775136,nan
3.54617806593,nan
1.30103003106,nan
3.78759505809,nan
1.301029929,nan
3.54782441863,nan
1.49971519299,nan
3.70333783906,nan
3.60282668772,nan
3.49020107636,nan
1.71642600226,nan
3.69390282073,nan
3.4221531282,nan
1.30385924369,nan
1.30102998725,nan
3.63900774732,nan
3.67207479203,nan
3.63491916047,nan
3.65334051173,nan
3.52681251982,nan
3.86494637096,nan
3.93629073424,nan
1.30103008729,nan
3.50750108836,nan
1.39841133915,nan
1.49917616585,nan
3.2609203177,nan
3.78600890624,nan
1.30103003,nan
1.52807423067,nan
3.59990157295,nan
3.77105955105,nan
3.02095380531,nan
1.8567242376,nan
3.31109909279,nan
3.4291531318,nan
3.63660043936,nan
3.67646508104,0.089240206783
1.35803657748,nan
3.70447910012,nan
3.2620229092,nan
1.30103005661,nan
1.30103044116,nan
3.87297019732,nan
1.5172797562,nan
1.43906733585,nan
3.50379063096,nan
3.42369144893,nan
3.71984923977,nan
3.43411160604,nan
2.90626311963,nan
1.30102998075,nan
3.69591134249,nan
3.4572488265,nan
3.85035763776,nan
3.38525261659,nan
1.29728632015,nan
1.51730511735,nan
3.44901041082,nan
3.42932653535,0.0213375774161
3.2761974458,nan
3.74805441633,nan
3.77066711613,nan
1.30103113114,nan
3.58807860361,nan
3.69316100095,nan
1.45225190578,nan
3.77874455172,nan
3.74769725598,nan
3.59345840795,nan
1.34308754532,nan
1.30102995482,nan
1.73447913641,nan
1.30102999077,nan
3.63401939491,nan
3.25935491239,nan
3.68285055262,nan
1.30103076202,nan
1.30103027824,nan
1.40930880162,nan
3.88309845342,nan
3.52939683427,nan
1.40459052387,nan
3.72145343585,nan
1.30525117289,nan
3.52257892204,nan
3.66040514964,nan
3.41070681959,nan
3.71396649209,nan
1.30103040377,nan
3.56083657169,nan
3.59412512943,nan
1.30102999439,nan
1.30102999145,nan
3.20676148341,nan
1.30102997448,nan
3.73578269359,nan
3.53131463996,nan
3.56832123211,nan
1.50372743868,nan
3.42592299148,nan
3.26026553001,nan
1.46096906926,nan
1.50265344531,nan
3.14014550219,nan
1.39034667528,nan
3.35258563609,nan
3.40705386835,nan
3.33701264402,nan
1.29982964137,nan
3.13951310655,nan
3.71344304891,nan
3.46509437074,nan
3.69357366389,nan
3.36749623974,nan
3.37476474839,nan
3.72376896326,nan
1.76558157504,0.238727894723
1.36523991333,nan
3.58160573405,nan
1.42311463312,nan
3.68757470564,nan
3.70852257684,nan
3.69262144092,nan
1.30029761018,nan
3.61712226493,nan
3.40754815254,nan
3.48372169076,nan
3.02310613977,nan
1.30103164466,nan
3.58905856068,nan
3.84819490466,nan
1.30103221213,nan
1.30103073735,nan
3.65079276232,0.109976026028
3.5850938621,nan
1.53087475173,nan
3.6269096889,nan
2.41386263687,nan
3.62845049779,nan
3.2422883015,nan
3.12612827459,nan
1.30103071179,nan
3.65511280772,nan
3.51910971689,nan
3.2596638078,nan
3.78888499511,nan
3.48597721803,nan
1.30102608013,nan
1.52497165374,nan
1.30102985434,nan
3.71470574747,nan
3.62726406428,nan
1.42425965141,nan
3.45687674806,nan
3.69399219355,nan
1.30103016131,nan
3.71012924744,nan
1.30103022477,nan
3.88077299757,nan
3.65019360442,nan
1.30103283274,nan
1.30102997788,nan
3.59901355222,nan
1.30137371866,nan
1.30103027354,nan
3.86469257546,nan
3.30915750509,nan
1.57983391282,nan
1.30102995921,nan
1.30103001213,nan
3.79028140123,nan
3.65231016095,nan
1.30103092351,nan
3.55610584104,nan
1.30103002354,nan
3.13735126113,nan
3.56739866719,nan
1.40021853073,nan
3.21600790063,nan
3.68639538197,0.185568688685
3.58485173442,nan
1.30105916871,nan
3.25949989037,nan
3.48437599604,nan
1.58223108361,nan
3.32296035404,nan
3.42174185123,nan
3.68968048921,nan
1.30134993239,nan
1.3010335692,nan
3.58400237961,nan
1.30103114063,nan
1.576845382,nan
3.74301019896,nan
1.50152164775,nan
1.72671259123,nan
1.30103027554,nan
3.49609112934,nan
1.30103040063,nan
1.51285384272,nan
3.74896151783,nan
3.44924567563,nan
3.76531605624,nan
3.19639997146,nan
3.64481698457,nan
1.38299823778,nan
3.58547007862,nan
1.56815566707,nan
3.62769659031,nan
1.471336874,nan
3.54570829444,nan
3.51617107468,nan
3.5800855738,nan
3.32880817702,nan
3.59293797116,nan
3.76660372898,nan
1.57128835783,nan
3.53209115927,nan
3.17088371817,nan
3.75360433686,nan
3.55376047544,nan
3.58455388278,nan
1.60135714362,nan
3.56400629411,nan
1.53474895012,nan
3.77178135588,nan
3.69448615881,0.0863001017067
3.50630300142,nan
3.38893383611,nan
3.45450951217,nan
1.59145782917,nan
3.46246894466,nan
3.54352696201,nan
3.18769068828,nan
1.40577287022,nan
3.72320381021,nan
1.70557901991,nan
3.71342552916,nan
1.29693170905,nan
3.6791986366,0.0512661842652
3.45499003571,nan
3.6312872528,nan
3.66797422794,nan
3.76692807724,nan
3.51283917999,nan
3.58669223609,nan
1.30103001574,nan
3.25718158034,nan
3.25935616438,nan
1.59725314644,nan
3.64799183057,nan
1.30103020664,nan
2.93434560871,nan
3.78514239339,nan
1.30103000176,nan
1.82237346855,nan
3.90379184382,nan
3.41182761625,nan
1.51573336353,nan
3.67461404364,nan
1.4624803065,nan
1.3030243773,nan
1.30102998923,nan
1.50260024433,nan
1.30103048952,nan
1.85953068021,nan
1.52059554729,nan
1.30103000383,nan
3.70358318616,nan
1.3010911054,nan
3.26195051797,nan
3.12943510711,nan
1.30119550699,nan
3.59625026472,nan
3.58571071278,nan
1.49016487517,nan
1.53283890177,nan
1.3010316381,nan
3.71595945682,nan
3.73773824554,0.0610550779015
3.71630024611,nan
3.53614801653,nan
3.54331022329,nan
1.6967477966,nan
1.63788725676,nan
1.70601185325,nan
1.34158151419,nan
3.68876899961,nan
3.19922677571,nan
1.30103091048,nan
1.42907015866,nan
3.69749029242,nan
1.30103029889,nan
1.30103003154,nan
1.30434849291,nan
1.30103004993,nan
3.82530268643,nan
3.46295047365,nan
3.44193874179,nan
2.7819611805,nan
3.22139382602,nan
1.30102995342,nan
3.61744992873,nan
3.25624502383,nan
3.68750987243,nan
1.48882602909,nan
1.52081656508,nan
1.47602110512,nan
1.30103002285,nan
1.5756004017,nan
1.42766955683,nan
3.55256773389,nan
3.52667591096,0.0109143644076
1.43440536407,nan
1.45993311551,nan
3.48105732854,nan
3.43553349073,nan
3.27978136871,0.0288873574593
3.58956657071,nan
1.30103002785,nan
3.84571681028,nan
3.66128226403,nan
3.73148759591,nan
1.3011008125,nan
3.35504452896,nan
3.54111955071,nan
1.35546192071,nan
3.70827353989,nan
3.26044536587,nan
1.44422583279,nan
3.78936576958,nan
1.50931639748,nan
1.30102999279,nan
1.49062083144,nan
1.49520646377,nan
1.52770562384,nan
1.30103000777,nan
3.33680886672,nan
3.75515881854,nan
3.37065490561,nan
3.12979537118,nan
3.86784858779,nan
1.36945831266,nan
1.30103003504,nan
3.44775840488,nan
3.40194535339,nan
3.52711640876,0.382718041313
3.14033509705,nan
1.30108723612,nan
1.37746380428,0.0791638792336
3.57302767077,nan
3.80641253899,nan
3.58245211139,nan
3.63525725605,nan
3.70632119275,nan
2.1989001136,nan
3.63826072447,0.116951019824
3.61055358779,nan
3.48211638341,nan
1.30492680986,nan
3.6979606647,nan
3.54887694407,nan
1.30693663198,nan
1.30103042135,nan
3.39314433407,nan
3.41366386118,nan
3.52551558931,nan
3.50807074918,nan
1.30166218085,nan
3.10855199952,nan
3.34806185404,0.0704530349559
3.38773488101,nan
1.3457597705,nan
3.79091064493,nan
1.5083169187,nan
3.44974352483,nan
3.63941955578,nan
1.8633621483,nan
3.66903581637,nan
1.29996953725,nan
3.72281295649,nan
1.53165229803,nan
3.83846758709,nan
1.7246487467,nan
1.30090128604,nan
1.3010300899,nan
3.77336092081,nan
1.30148002075,nan
1.48631511704,nan
1.30119438875,nan
1.59971801337,nan
3.498474415,nan
1.30103043123,nan
1.54359881714,nan
1.30103131939,nan
1.3010312209,nan
3.5374689631,nan
3.52474268948,nan
3.39572481094,nan
3.69547899487,nan
3.63540467431,nan
3.74175748646,nan
3.57627433418,nan
3.12947054131,nan
1.3010305628,nan
3.50602122569,nan
1.45774956834,nan
1.30108797876,nan
3.39401167178,nan
3.85419947986,nan
2.61789125042,nan
3.53682045277,nan
1.61262630866,nan
3.60378075859,nan
1.48522929652,nan
3.70024066339,nan
1.59166783222,nan
1.57041826859,nan
3.62994535273,nan
1.6466270639,nan
3.28015529893,nan
3.789506251,nan
3.55590428941,nan
1.49259826283,nan
1.29973888326,nan
3.67179775307,nan
3.12276692894,nan
1.42576989083,nan
1.75546732959,0.513220183935
3.71959814689,nan
1.30069509595,nan
3.62412087278,nan
3.43023388944,nan
2.91501728429,nan
1.56939573914,nan
3.65979273619,nan
1.3020302245,nan
3.85853677231,nan
3.60763790597,nan
3.37950555821,nan
1.30516297412,nan
3.29039089791,nan
1.50974601159,nan
3.66001057181,nan
1.30103025828,nan
3.64236995951,nan
3.69756789163,nan
1.45007409802,nan
3.66962286989,nan
3.28932771605,nan
3.50379067746,nan
1.30103001884,nan
3.88437486893,nan
3.53572297117,nan
3.53614448062,nan
1.56668933245,nan
3.62606407427,nan
3.72283266967,nan
1.8550946362,nan
1.3010299438,nan
3.86666490825,nan
3.80231896352,0.111219663278
3.45532110252,nan
1.5752641295,nan
3.45025320222,nan
3.55561291741,nan
3.65307713168,nan
3.26165913733,nan
3.61238059554,nan
3.71274784465,nan
1.53174466892,nan
3.49195626396,nan
3.70171688593,nan
1.30103031186,nan
1.3035363592,nan
1.6041999658,nan
3.48547411313,nan
3.44728205414,nan
3.48212567278,nan
1.30103092463,nan
1.30103003032,nan
1.37833861197,nan
1.30173516832,nan
3.42859422719,nan
3.6817773016,0.0116243339036
1.30102996069,nan
3.33354378181,nan
3.71248526494,nan
3.68646750064,nan
1.73503936509,nan
1.30103019886,nan
3.63549366515,nan
1.55432748086,nan
1.30103001989,nan
1.65822348162,nan
1.30161131583,nan
1.42886754365,nan
3.64340777109,nan
3.5552057492,nan
1.58061212268,nan
3.51567091846,nan
1.30103048385,nan
3.65990437813,nan
1.30103005966,nan
3.71627705146,0.0845052610936
1.50217378181,nan
1.30102929905,nan
1.30103036685,nan
1.30102910882,nan
1.3013869423,nan
1.30761309271,nan
3.70991400537,nan
3.37096184707,nan
3.5175523773,nan
1.68965287716,nan
1.30102999358,nan
3.50096792585,nan
1.30103069341,nan
3.56944786382,nan
3.48869922299,nan
1.30103094553,nan
3.25845261216,nan
3.61389324075,nan
2.87866794276,nan
3.1361789776,nan
3.56724823746,nan
3.41631397165,nan
1.29991995273,nan
3.9787291205,nan
3.12322532754,nan
3.82637788676,nan
3.19256800739,nan
3.69406588389,nan
1.30103106231,nan
3.66421479445,nan
3.40414973159,0.0586102767222
1.45784306122,nan
3.43277286065,nan
1.53512243828,nan
3.61628878228,0.0651872277764
1.30252061919,nan
1.4041402645,nan
1.76226845541,nan
1.3886614287,nan
3.40460390349,nan
3.70285651263,nan
3.42620767554,nan
1.30103068429,nan
1.30599853766,nan
1.30248578053,nan
3.26234988889,nan
1.65379276849,nan
1.56205328704,nan
3.45071031957,nan
3.62929337625,nan
2.94699844244,nan
3.68693962351,nan
1.30103003532,nan
3.58385370308,nan
3.77597577233,nan
3.45896439602,nan
1.34009654884,nan
1.50569998436,nan
1.54135851115,nan
1.70136881972,nan
3.74316880608,nan
1.37946438326,nan
3.47692995114,nan
1.30102998976,nan
3.67268008372,nan
3.68451269485,nan
1.30104634653,nan
3.7718189207,nan
1.30103062615,nan
3.60602284019,0.0770462693395
3.00730503375,nan
3.67758510045,nan
3.60157229887,nan
1.30221334595,nan
1.59594425398,nan
3.75266474316,0.0449649001179
1.30102909153,nan
3.56757390777,nan
3.6261925773,nan
3.7102031666,nan
3.67168966112,nan
1.54485452487,nan
3.68603158825,nan
1.30102999256,nan
1.38023833095,nan
3.13253189531,nan
3.56109547654,nan
1.50042581774,nan
1.50283778334,nan
1.47696104116,nan
1.30103143311,nan
1.30103068441,nan
1.30103067423,nan
3.63875533781,nan
1.7949049714,nan
3.40727398971,nan
3.77056970802,nan
3.53117749616,nan
3.68074526686,nan
1.49425467863,nan
3.55025921716,nan
3.19965151694,nan
3.68864943925,nan
1.30103122848,nan
1.68368045228,nan
3.4999389164,nan
1.35688761171,nan
3.03243588445,nan
1.30103157956,nan
1.30103010789,nan
3.60040315802,nan
1.60475854753,nan
3.59267179337,nan
1.57987415403,nan
1.49196315778,nan
3.73545842528,nan
3.66786870491,nan
3.552287825,nan
3.26880227731,nan
1.29537677486,nan
3.50497098987,nan
1.50433958156,nan
1.30102995723,nan
1.30107880194,nan
1.30109145951,nan
1.30103047142,nan
3.69462660871,nan
3.61160904123,nan
1.3011031428,nan
1.58065256313,nan
3.76937998504,nan
3.40397878377,nan
1.3062957294,nan
3.44799499596,nan
1.62586844239,nan
3.7390355455,nan
1.76958942661,nan
1.63180657558,nan
3.22348312452,nan
1.30423755429,nan
3.43105215925,nan
3.56246374501,nan
3.91073281085,nan
3.41674961508,nan
3.66463677834,nan
1.30102993433,nan
1.30102994927,nan
1.45887853514,nan
1.65645047648,nan
3.43307037884,nan
1.30102990801,nan
1.3024172394,nan
1.30102999071,nan
1.30103020542,nan
3.73193211256,nan
3.14137724698,nan
3.69284692208,nan
1.66555060223,nan
1.50397143011,nan
1.30103001752,nan
3.387363399,nan
3.29230885145,nan
3.72720736635,nan
1.30100857435,nan
3.77597432584,nan
3.62471650758,nan
1.58204168884,nan
3.55075120038,nan
1.30334590865,nan
3.45149740977,nan
3.67592970817,nan
3.25935670214,nan
1.69486948306,nan
1.30103058646,nan
3.36092989091,nan
1.3737622062,nan
3.77214908064,nan
3.83733679738,nan
1.70941210854,nan
1.40592980118,nan
3.74794184971,nan
3.19710018505,nan
3.27485848571,nan
3.68362044629,nan
3.39274506651,nan
1.61017959004,nan
1.53656243172,nan
3.74052689122,nan
3.25949134982,nan
1.39795206298,nan
1.30103173097,nan
3.75303885996,nan
3.48767916953,nan
3.59799615511,nan
1.56283852157,nan
1.30168725882,nan
1.43670986146,nan
3.41626216061,nan
3.26031583799,nan
1.30103177133,nan
1.30103021454,nan
1.30103158982,nan
3.6353844673,nan
3.5858582933,nan
1.29879352047,nan
1.3010706451,nan
1.30103107803,nan
3.79249699575,nan
3.79509435668,nan
1.72523849965,nan
3.54355714103,nan
1.30525896802,nan
1.42965915566,nan
1.30286352338,nan
1.41990952685,nan
1.30104853899,nan
3.54667413202,0.0493391724111
3.5226502522,0.0547587579948
1.62320957253,nan
1.91257317857,nan
1.42991007817,nan
3.44030601559,nan
1.30210610733,nan
3.10519918559,nan
2.941907532,nan
1.3010305853,nan
3.65033690588,nan
3.88395938505,nan
3.64851098675,0.116562205515
1.85811742381,nan
1.3011218549,nan
1.62478682386,nan
3.39319877779,nan
1.3010299868,nan
1.30103106809,nan
1.3011835988,nan
3.70492716267,nan
2.20411997429,nan
3.64340282746,nan
3.73287583442,nan
1.5304491906,nan
3.37911536515,nan
3.49571982259,nan
3.58283836929,nan
1.30110123899,nan
1.54927240728,nan
3.53101123214,nan
3.48982436695,nan
3.56018134981,nan
1.51054574869,nan
3.68593188311,nan
3.66802720695,0.0748068090895
3.5642226325,nan
3.83926339877,nan
3.41209906084,nan
3.58912345397,nan
1.48403415801,nan
3.62783602345,nan
3.57140830507,nan
3.9083769665,0.0864643760132
1.30105608898,nan
1.30103001016,nan
1.30211235682,nan
1.30103079491,nan
3.63110249431,nan
3.63124513899,nan
2.63384474432,nan
3.48672528004,nan
3.68547810358,nan
1.58808176773,nan
3.07832946184,nan
1.30102969071,nan
3.32427588648,nan
1.86364400735,nan
1.60466600857,nan
1.30110612608,nan
1.54556442199,nan
1.58447050589,nan
1.30111518129,nan
1.57921329062,nan
1.30103178235,nan
1.30109851963,nan
1.30103072007,nan
3.69350067071,nan
3.69948571036,nan
3.59012221894,nan
1.30102996352,nan
1.44000072554,nan
3.71864068614,nan
3.5797921905,nan
3.48749462079,nan
3.41032234292,nan
1.30108743011,nan
3.80376357182,nan
1.61053153522,nan
3.48538654434,nan
3.13638665365,nan
3.3945247466,nan
1.30103004287,nan
3.4621693518,nan
1.46558860722,nan
3.15041573292,nan
3.13858209614,nan
3.13758225479,nan
3.61072938535,nan
3.62614343623,nan
3.46056211403,nan
3.39471139504,nan
1.30102998808,nan
1.5449145613,nan
3.76739918108,nan
3.63745203714,nan
3.29770063946,nan
3.63303157177,nan
2.92828740374,nan
3.63414892927,nan
1.51858912564,nan
3.54191168196,nan
1.45521828046,nan
1.30103000132,nan
1.30103087294,nan
3.64151615058,nan
3.64070226735,nan
3.52366492585,nan
3.54938385074,nan
3.13771256978,nan
3.68998302292,nan
2.63273812788,nan
1.47425224868,nan
3.66016540816,0.0544235790965
1.42225827696,nan
1.30122931647,nan
3.43018177738,nan
3.19120123817,nan
3.37659236671,0.0387808197285
3.72999200027,nan
1.30103019595,nan
3.60828347464,nan
3.34909587798,nan
3.72270881576,nan
1.63047633292,nan
3.23229036232,nan
1.63176449867,nan
3.42028456723,nan
1.30103073363,nan
3.43794503374,nan
3.59621326695,nan
3.55772195997,nan
3.62704308343,nan
3.49679287658,nan
3.54596732638,nan
1.30105738876,nan
1.30136822514,nan
3.58693070126,nan
1.48105185964,nan
3.87200744414,nan
3.3026242455,nan
1.5545525725,nan
1.30103107575,nan
3.70172030039,nan
3.59649578312,nan
3.70940875165,nan
1.44462043292,nan
3.20127955942,nan
1.32334455773,nan
3.51091395364,nan
1.70601185817,nan
1.30137605013,nan
1.30178177099,nan
1.39133401211,nan
1.30103029846,nan
2.9744264332,0.213845327492
1.47050978873,nan
3.783080022,nan
3.55839691429,nan
3.41246768705,nan
3.00273636503,nan
1.30112111892,nan
1.30103001339,nan
1.30327567668,nan
3.62351300447,nan
3.53927494232,nan
1.30103000262,nan
3.57833790035,nan
3.3815159078,nan
3.59857213394,nan
1.30103171798,nan
3.66686764941,nan
3.66056335141,nan
1.44188658917,nan
3.64025305681,0.0699495081347
3.63457738194,nan
1.39833115536,nan
3.2505236067,nan
3.50045739089,nan
3.72214819644,nan
1.62548211971,nan
3.59596662244,nan
1.29884188976,nan
3.55112318874,nan
3.56954771231,nan
3.61842378446,nan
1.30103084674,nan
1.60762030669,nan
1.42018988357,nan
1.30103076441,nan
3.49571096516,nan
3.60783038196,nan
3.60181864643,nan
1.30547039526,nan
1.57098076795,nan
3.64647798755,nan
3.65261714822,nan
1.30103104164,nan
3.71743010036,nan
3.17546197378,nan
3.68472261417,0.0317346147492
1.30102994427,nan
3.48962109612,nan
3.33519737904,nan
1.79370805272,nan
1.30381141843,nan
3.57903080938,nan
1.66735761187,nan
3.68558223629,nan
3.71342743619,nan
3.65622968755,nan
3.6396344274,nan
3.56792605438,nan
3.64279935881,nan
1.69841790203,nan
1.65316593407,nan
3.68904430314,nan
3.25612273283,nan
3.65265031043,nan
3.52072801151,nan
3.67307969527,nan
1.2986493551,nan
3.51806640519,nan
1.30103027342,nan
3.72366554975,nan
3.62254579783,nan
3.5199651517,nan
